age,sex,chest_pain_type,resting_blood_pressure,cholesterol,fasting_blood_sugar,rest_ecg,max_heart_rate_achieved,exercise_induced_angina,st_depression,st_slope,num_major_vessels,thalassemia,target,state,address,city,postalCode,name,ssn,pregnant,diabetic,asthmatic,observation,smoker
52,1,0,112,230,0,1,160,0,0.0,2,1,2,0,DC,817 25th Street Northwest,Washington,20037,Coralie Duperre,647-42-4175,0,0,1,Coralie Duperre from Washington. Last visit on 04/01/2020,0
53,1,0,123,282,0,1,95,1,2.0,1,2,3,0,DC,2552 Massachusetts Avenue Northwest,Washington,20008,Max Lindgren,278-30-2537,0,0,1,Max Lindgren from Washington. Last visit on 07/08/2018,0
63,0,0,108,269,0,1,169,1,1.8,1,2,2,0,AK,1711 Lore Road,Anchorage,99507,Candela Arrais,787-46-4590,1,1,0,Candela Arrais from Anchorage. Last visit on 02/23/2018,0
54,1,0,110,206,0,0,108,1,0.0,1,1,2,0,OK,19091 Northeast 23rd Street,Harrah,73045,Stefan Spel,753-66-5961,0,0,0,Stefan Spel from Harrah. Last visit on 04/03/2019,0
66,1,0,112,212,0,0,132,1,0.1,2,1,2,0,AZ,8318 North 57th Drive,Glendale,85302,Amy Tsay,935-79-3424,0,0,0,Amy Tsay from Glendale. Last visit on 09/14/2019,0
55,0,0,180,327,0,2,117,1,3.4,1,0,2,0,CO,7256 West 84th Way,Arvada,80003,Le Do,255-48-1418,0,1,0,Le Do from Arvada. Last visit on 03/13/2020,1
49,1,2,118,149,0,0,126,0,0.8,2,3,2,0,MD,706 Seagrove Road,Glen Burnie,21060,Mehmet Yildirim,388-58-4162,0,1,1,Mehmet Yildirim from Glen Burnie. Last visit on 04/13/2019,0
54,1,0,122,286,0,0,116,1,3.2,1,2,2,0,FL,2318 Camryns Crossing,Panama City,32405,Seema Thapar,491-74-6680,0,0,1,Seema Thapar from Panama City. Last visit on 05/09/2020,0
56,1,0,130,283,1,0,103,1,1.6,0,0,3,0,CA,968 Virginia Avenue,Olivehurst,95961,Fernanda Sarmento,809-94-6573,0,0,0,Fernanda Sarmento from Olivehurst. Last visit on 04/26/2020,0
46,1,0,120,249,0,0,144,0,0.8,2,0,3,0,OK,416 South University Boulevard,Norman,73069,Manu Mallat,987-73-5515,0,0,0,Manu Mallat from Norman. Last visit on 10/04/2020,0
61,1,3,134,234,0,1,145,0,2.6,1,2,2,0,AL,137 Gazebo East Drive,Montgomery,36117,Abdul-qahhar Abadi,167-18-3536,0,0,0,Abdul-qahhar Abadi from Montgomery. Last visit on 02/20/2019,0
67,1,0,120,237,0,1,71,0,1.0,1,0,2,0,KY,10723 Colonial Woods Court,Louisville,40223,Peeter Vaino,918-83-1182,0,0,0,Peeter Vaino from Louisville. Last visit on 12/13/2019,1
58,1,0,100,234,0,1,156,0,0.1,2,1,3,0,TN,119 Matthew Lane,Nashville,37215,Endre Barta,624-66-8236,0,0,0,Endre Barta from Nashville. Last visit on 05/15/2019,0
47,1,0,110,275,0,0,118,1,1.0,1,1,2,0,AR,3142 West Finger Road,Fayetteville,72701,Victor Ignatiev,396-28-8280,0,0,1,Victor Ignatiev from Fayetteville. Last visit on 09/26/2020,0
52,1,0,125,212,0,1,168,0,1.0,2,2,3,0,VT,4 Elm Street,Windsor,05089,Nur Fatmawati,212-85-6957,0,1,0,Nur Fatmawati from Windsor. Last visit on 07/12/2018,0
58,1,0,146,218,0,1,105,0,2.0,1,1,3,0,MA,78 School Street,Woburn,01801,Mohan Pandey,638-18-4874,0,0,0,Mohan Pandey from Woburn. Last visit on 11/09/2020,1
57,1,1,124,261,0,1,141,0,0.3,2,0,3,0,AZ,19020 North 68th Avenue,Glendale,85308,Luca Udinesi,650-54-4362,0,0,0,Luca Udinesi from Glendale. Last visit on 09/26/2019,0
58,0,1,136,319,1,0,152,0,0.0,2,2,2,0,AR,2849 Quail Drive,Fayetteville,72704,Rayko Dimitrov,168-12-8262,0,0,0,Rayko Dimitrov from Fayetteville. Last visit on 07/17/2020,0
61,1,0,138,166,0,0,125,1,3.6,1,1,2,0,CO,2456 22nd Avenue,Greeley,80631,Naima Larsson,164-38-9709,0,0,0,Naima Larsson from Greeley. Last visit on 01/21/2019,0
42,1,0,136,315,0,1,125,1,1.8,1,0,1,0,CT,200 Boulder Road,Manchester,06040,Joanna Dabrowska,889-80-3024,0,0,0,Joanna Dabrowska from Manchester. Last visit on 12/10/2018,0
52,1,0,128,204,1,1,156,1,1.0,1,0,0,0,CA,11150 Sun Valley Drive,Oakland,94605,Dimitrios Sirigos,657-66-4506,0,0,1,Dimitrios Sirigos from Oakland. Last visit on 05/07/2019,1
59,1,2,126,218,1,1,134,0,2.2,1,1,1,0,OK,505 Southeast 32nd Street,Oklahoma City,73129,Mustafa Yildiz,498-11-8437,0,0,0,Mustafa Yildiz from Oklahoma City. Last visit on 12/07/2019,1
40,1,0,152,223,0,1,181,0,0.0,2,0,3,0,FL,1025 West 19th Street,Panama City,32405,Tore Østrem,775-23-1810,0,0,0,Tore Østrem from Panama City. Last visit on 09/28/2020,0
61,1,0,140,207,0,0,138,1,1.9,2,1,3,0,AL,6725 Pamela Court,Montgomery,36116,Vilma Waltari,214-65-2788,0,0,0,Vilma Waltari from Montgomery. Last visit on 08/17/2018,1
46,1,0,140,311,0,1,120,1,1.8,1,2,3,0,AL,4714 Narrow Lane Road,Montgomery,36116,Smiriti Sisodiya,179-36-6443,0,0,1,Smiriti Sisodiya from Montgomery. Last visit on 02/07/2020,0
59,1,3,134,204,0,1,162,0,0.8,2,2,2,0,MA,11 Proctor Circle,Peabody,01960,Yusuf Jansson,584-33-4678,0,1,0,Yusuf Jansson from Peabody. Last visit on 05/29/2020,0
57,1,1,154,232,0,0,164,0,0.0,2,1,2,0,KY,10508 Kovats Court,Louisville,40223,Jim Gan,474-17-2913,0,0,1,Jim Gan from Louisville. Last visit on 08/25/2018,0
57,1,0,110,335,0,1,143,1,3.0,1,1,3,0,DC,3179 18th Street Northwest,Washington,20010,Monica Krommenhoek,842-67-3351,0,0,0,Monica Krommenhoek from Washington. Last visit on 12/10/2019,0
55,0,0,128,205,0,2,130,1,2.0,1,1,3,0,DC,3194 Bladensburg Road Northeast,Washington,20018,Luis Rodrigues,387-11-3479,0,0,1,Luis Rodrigues from Washington. Last visit on 03/21/2018,0
61,1,0,148,203,0,1,161,0,0.0,2,1,3,0,CA,260 Rio Del Mar Boulevard,Aptos,95003,Sonja Zorko,871-40-7523,0,0,0,Sonja Zorko from Aptos. Last visit on 08/24/2020,0
58,1,0,114,318,0,2,140,0,4.4,0,3,1,0,AK,1040 West 27th Avenue,Anchorage,99503,Josko Lucic,772-56-8886,0,0,0,Josko Lucic from Anchorage. Last visit on 04/11/2018,0
58,0,0,170,225,1,0,146,1,2.8,1,2,1,0,VT,42 Lake Lane,Westmore,05860,Artur Cunha,983-91-2191,1,0,0,Artur Cunha from Westmore. Last visit on 04/03/2019,0
67,1,2,152,212,0,0,150,0,0.8,1,0,3,0,FL,3718 Bay Tree Road,Lynn Haven,32444,Anna Hedlund,267-95-3326,0,0,0,Anna Hedlund from Lynn Haven. Last visit on 01/12/2020,1
44,1,0,120,169,0,1,144,1,2.8,0,0,1,0,KY,3408 Bellisima Place,Louisville,40245,Hakan Kokshoorn,702-67-5337,0,0,0,Hakan Kokshoorn from Louisville. Last visit on 07/12/2020,0
63,1,0,140,187,0,0,144,1,4.0,2,2,3,0,TN,4109 General Bate Drive,Nashville,37204,Gaziz Isauly,276-68-2698,0,0,1,Gaziz Isauly from Nashville. Last visit on 05/08/2019,0
63,0,0,124,197,0,1,136,1,0.0,1,0,2,0,CO,5329 A Street,Greeley,80634,Eddie Siau,213-49-9870,1,1,1,Eddie Siau from Greeley. Last visit on 07/18/2020,0
59,1,0,164,176,1,0,90,0,1.0,1,2,1,0,MA,88 Shute Street,Everett,02149,Marek Pawlowski,253-75-7104,0,0,0,Marek Pawlowski from Everett. Last visit on 10/14/2019,0
57,0,0,140,241,0,1,123,1,0.2,1,0,3,0,VT,480 Keene Road,Walden,05836,Jeanette Berggren,935-35-7330,1,1,0,Jeanette Berggren from Walden. Last visit on 10/25/2018,0
45,1,3,110,264,0,1,132,0,1.2,1,0,3,0,MA,4 Cutting Avenue,Worcester,01606,Vladyslav Rudenko,947-60-6032,0,0,0,Vladyslav Rudenko from Worcester. Last visit on 12/29/2020,1
68,1,0,144,193,1,1,141,0,3.4,1,2,3,0,CO,275 South 40th Street,Boulder,80305,Nenad Jovovic,521-33-3709,0,1,0,Nenad Jovovic from Boulder. Last visit on 06/26/2019,1
57,1,0,130,131,0,1,115,1,1.2,1,1,3,0,AR,1189 Northwest End Avenue,Fayetteville,72703,Loek Holst,982-91-9684,0,0,0,Loek Holst from Fayetteville. Last visit on 05/08/2020,0
57,0,1,130,236,0,0,174,0,0.0,1,1,2,0,CT,25 Cliffside Drive,Manchester,06042,Vjekoslav Jelic,265-44-1710,0,0,0,Vjekoslav Jelic from Manchester. Last visit on 11/21/2018,1
